id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,
shino1-1,bg,scenario05,
shino1-1,fgClear
shino1-1,playBgm,environment00,
shino1-1,talk,???,おーい！
shino1-1,talk,???,ねぇ、まってよ！
shino1-1,fg,survivor00,right-right,0.5
shino1-1,talk,natsuno,......？
shino1-1,wait,0.5,
shino1-1,talk,???,やっと追いついた......！
shino1-1,wait,0.5,
shino1-1,camera,event-focusFg-left00
shino1-1,wait,2
shino1-1,fg,survivor02,right-left,0.5,smile
shino1-1,talk,???,歩くの、はやくない......？
shino1-1,talk,natsuno,......えっと？
shino1-1,talk,???,さっきあそこから出てくるの見かけて、追いかけてきたのっ
shino1-1,talk,natsuno,......
shino1-1,releaseCamera
shino1-1,talk,???,ねぇ。きみさ、こんなとこで何してんの？
shino1-1,wait,1,
shino1-1,fadeOut,1,
shino1-1,camera,event-reset00
shino1-1,newPage,,
shino1-1,wait,1,
shino1-1,playBgm,character02,
shino1-1,fadeIn,1,
shino1-1,talk,shino,これと、これと......あと、これとか
shino1-1,talk,shino,あ、この写真はね、すぐそのへんだったんだよ
shino1-1,talk,shino,ちょうどさっき見つけたとこって感じ！
shino1-1,talk,natsuno,へぇ......
shino1-1,talk,natsuno,こんなとこあったんだ。この辺に
shino1-1,talk,shino,そうそう！
shino1-1,talk,shino,で、これとこれとこれが、まだ見つかってないやつってわけ
shino1-1,talk,natsuno,ふーん......
shino1-1,talk,natsuno,ほんとに写真の場所を巡ってるんだ
shino1-1,talk,shino,あ～！　信じてなかったんだ～！
shino1-1,fg,survivor00,right-right,0.5,doubt
shino1-1,talk,natsuno,だって......
shino1-1,talk,natsuno,たまたま拾った写真に映ってる場所を探して旅してるとか......
shino1-1,talk,natsuno,こんな状況で、そんなことしないよ普通......
shino1-1,talk,shino,まぁね～
shino1-1,talk,shino,けど、ずっとしたかったんだ、こういう旅
shino1-1,talk,shino,こんな風になっちゃう前からさ
shino1-1,talk,shino,こんな状況でもないと、一人旅なんてなかなかできないじゃん？
shino1-1,talk,natsuno,......そういうもんかなぁ
shino1-1,talk,shino,カメラは、ずっと前から好きだし
shino1-1,fg,survivor00,right-right,0.5,default
shino1-1,talk,natsuno,ふぅん......
shino1-1,talk,natsuno,写真の場所見つけたら、どうするわけ？
shino1-1,talk,shino,やった～！　ってなる
shino1-1,fg,survivor00,right-right,0.5,zito
shino1-1,talk,natsuno,......それだけ？
shino1-1,talk,shino,それだけ！
shino1-1,talk,shino,達成感、イズ、プライスレス
shino1-1,talk,natsuno,......
shino1-1,talk,shino,あ～！　ばかにしてる～
shino1-1,talk,natsuno,や......
shino1-1,talk,natsuno,別に馬鹿にはしてないけど......
shino1-1,talk,shino,......
shino1-1,talk,shino,それでさ、ナツノちゃん
shino1-1,fg,survivor00,right-right,0.5,default
shino1-1,talk,natsuno,？
shino1-1,talk,shino,しばらくの間、ご一緒しない？
shino1-1,talk,natsuno,......
shino1-1,talk,shino,ず、ずっととは言わないから！
shino1-1,talk,shino,ここで会ったのも何かの縁だし！
shino1-1,talk,shino,車の旅っていうのも、楽しそうだし！
shino1-1,talk,shino,......偶然出会った人としばらく行動を共にする、っていうの......旅っぽくない？
shino1-1,talk,natsuno,......
shino1-1,talk,natsuno,......ま、いいよ
shino1-1,talk,shino,ほんと！？
shino1-1,talk,natsuno,......一人より心強いし
shino1-1,talk,shino,やった～
shino1-1,talk,natsuno,その写真の場所っていうの、わたしもちょっと気になるし
shino1-1,talk,shino,え。ほんとに？
shino1-1,talk,shino,さすがナツノちゃん、見る目あるね～！
shino1-1,fg,survivor00,right-right,0.5,zito
shino1-1,talk,natsuno,......
shino1-1,appendSurvivor,shino,
shino1-1,end,questSuccess,
-,,,
shino1-2,fgClear
shino1-2,bg,scenario05
shino1-2,playBgm,character02
shino1-2,fg,survivor02,right-left,0.5,smile
shino1-2,talk,shino,ねぇ！
shino1-2,fg,survivor00,right-right,0.5
shino1-2,talk,natsuno,？　なに？
shino1-2,talk,shino,これさ......
shino1-2,talk,natsuno,うん......？　ああ、写真ね......
shino1-2,talk,natsuno,写真が何って？
shino1-2,talk,shino,ほら、見てよ。これ
shino1-2,talk,shino,これってさ......
shino1-2,talk,natsuno,......あ
shino1-2,talk,natsuno,......ほんとだ
shino1-2,talk,natsuno,これって......
shino1-2,talk,shino,ね！
shino1-2,talk,shino,行ってみよ！
shino1-2,talk,natsuno,......
shino1-2,fg,survivor00,right-right,0.5,smile
shino1-2,talk,natsuno,そうだね
shino1-2,talk,natsuno,そんな遠くないみたいだし
shino1-2,talk,natsuno,行こっか
shino1-2,talk,shino,やった！
shino1-2,wait,1,
shino1-2,fadeOut,1,
shino1-2,fg,survivor00,right-right,0,default
shino1-2,newPage,,
shino1-2,wait,1,
shino1-2,fadeIn,1,
shino1-2,talk,shino,ほら、やっぱり！
shino1-2,talk,shino,写真のとおんなじ建物だよ！
shino1-2,talk,natsuno,ほんとだ......
shino1-2,talk,natsuno,意外と見つかるもんだね
shino1-2,talk,natsuno,写真の場所なんか、絶対、見つかりっこないって思ってたけど......
shino1-2,talk,shino,こういう、目印になる建物があるとね
shino1-2,talk,shino,案外、見つかったりするんだ～
shino1-2,talk,natsuno,......けど、これってどこから撮ったんだろ
shino1-2,talk,natsuno,この高さ、建物の上とかかな
shino1-2,talk,shino,かもね～
shino1-2,talk,shino,あのへんの屋上とか？
shino1-2,talk,shino,上ってみる？
shino1-2,talk,natsuno,んー
shino1-2,talk,natsuno,......まぁ
shino1-2,talk,natsuno,せっかくだし......
shino1-2,wait,1,
shino1-2,fadeOut,1,
shino1-2,fg,survivor02,right-left,0.5,default
shino1-2,newPage,,
shino1-2,wait,1,
shino1-2,fadeIn,1,
shino1-2,talk,shino,......案外、変わらないんだ
shino1-2,talk,natsuno,......たしかに
shino1-2,talk,natsuno,草はぼうぼうだし、ガラスは割れちゃってるけど......
shino1-2,talk,natsuno,思ったより、写真と変わらないかも
shino1-2,talk,shino,......
shino1-2,talk,shino,......草が生えてても、ガラスが割れてても......
shino1-2,talk,shino,ここから撮った、この町の写真だってわかるもん......
shino1-2,talk,shino,こんな風だったんだ......
shino1-2,talk,natsuno,......
shino1-2,talk,natsuno,......シノが持ってる写真って
shino1-2,talk,shino,うん？
shino1-2,talk,natsuno,風景の写真ばっかだよね
shino1-2,talk,shino,あー......
shino1-2,talk,shino,うん。そだね
shino1-2,talk,natsuno,なんで？
shino1-2,talk,shino,なんでって......さぁ？
shino1-2,talk,shino,たまたま入った家で拾っただけだから......
shino1-2,talk,shino,この写真撮った人の趣味......とか？
shino1-2,talk,natsuno,ふぅん......
shino1-2,fg,survivor00,right-right,0.5,serious
shino1-2,talk,natsuno,......
shino1-2,talk,shino,......ナツノちゃん？
shino1-2,talk,natsuno,あ......
shino1-2,talk,natsuno,ごめん
shino1-2,talk,shino,どうかした？
shino1-2,talk,natsuno,ううん......
shino1-2,talk,natsuno,なんとなく......実家のあたりと似てるなって思って
shino1-2,talk,shino,......
shino1-2,talk,shino,......ナツノちゃんの実家って、東京の方だっけ？
shino1-2,talk,natsuno,うん
shino1-2,fg,survivor00,right-right,0.5,default
shino1-2,talk,natsuno,東京っていっても、端っこの田舎の方だけど
shino1-2,talk,shino,そっか......
shino1-2,talk,shino,......
shino1-2,talk,natsuno,......シノはどのへんから来たの？
shino1-2,talk,shino,え？
shino1-2,fg,survivor02,right-left,0.5,sad
shino1-2,talk,shino,......あたしは......
shino1-2,talk,shino,......
shino1-2,talk,shino,......長野の、山の中の小さな町だよ
shino1-2,talk,natsuno,へぇ
shino1-2,talk,natsuno,いいな
shino1-2,talk,natsuno,自然の中の故郷って、なんか憧れるかも
shino1-2,talk,shino,......
shino1-2,talk,natsuno,きっときれいなんだろうな
shino1-2,talk,natsuno,ね、どんなとこだった？
shino1-2,talk,natsuno,教えてよ
shino1-2,fg,survivor02,right-left,0.5,default
shino1-2,talk,shino,......どして？
shino1-2,talk,natsuno,どうしてって
shino1-2,talk,natsuno,山の中の、田舎のふるさとって、なんか憧れっていうか
shino1-2,talk,natsuno,いいなぁって思って
shino1-2,talk,natsuno,......話したくないなら、いいけど
shino1-2,pauseBgm
shino1-2,talk,shino,......
shino1-2,talk,shino,......北も南も、西も東も、全部山に囲まれてる、小さな町だよ
shino1-2,playBgm,scenario04
shino1-2,fg,survivor02,right-left,0.5,sad
shino1-2,talk,shino,田んぼばっかりで
shino1-2,talk,shino,夏は蝉がうるさくて、冬は雪が積もって
