id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,
main11-1,bg,scenario03
main11-1,fgClear
main11-1,hideStatus
main11-1,playBgm,environment08
main11-1,wait,5
main11-1,talk,itsuka,......ねぇ
main11-1,talk,itsuka,......
main11-1,wait,1
main11-1,fg,survivor06,right-right,0.5
main11-1,wait,1
main11-1,talk,itsuka,......そう
main11-1,talk,itsuka,ナツノもアカネも、いないよ
main11-1,talk,itsuka,......ちょっとね
main11-1,talk,itsuka,ナツノのスマホ、借りてきた
main11-1,talk,itsuka,......
main11-1,talk,itsuka,......別に、何もないよ
main11-1,talk,itsuka,何も、企んだり、してない
main11-1,talk,itsuka,......
main11-1,talk,itsuka,......ちょっと
main11-1,talk,itsuka,二人のいないところで、話がしたくて
main11-1,talk,itsuka,......
main11-1,playBgm,character06
main11-1,wait,2
main11-1,talk,itsuka,......別に
main11-1,talk,itsuka,後悔してる、とか
main11-1,talk,itsuka,今からどうこうしたいとか
main11-1,talk,itsuka,そういうことじゃ......ないんだけど
main11-1,talk,itsuka,......
main11-1,fg,survivor06,right-right,0.5,depress
main11-1,talk,itsuka,......もしかしたら
main11-1,talk,itsuka,ナツノと......
main11-1,talk,itsuka,ナツノやアカネと、出会わない方が
main11-1,talk,itsuka,よかったのかもしれない、とか
main11-1,talk,itsuka,......そんなことを、最近、思うんだ
main11-1,talk,itsuka,ナツノを探してここまで来たのは私だし
main11-1,talk,itsuka,私が自分で選んだことなんだけど
main11-1,talk,itsuka,でも......
main11-1,talk,itsuka,私と出会わなかったら
main11-1,talk,itsuka,ナツノは、何も知らないままで
main11-1,talk,itsuka,そうやって生きてた方が......幸せだったかもしれない
main11-1,talk,itsuka,......
main11-1,talk,itsuka,この世界のみんなが、何も知らないで、ただ生き続けてることを
main11-1,talk,itsuka,あの人も──あなたの祖母も
main11-1,talk,itsuka,願ってたんじゃないかって
main11-1,talk,itsuka,......そう思うんだ
main11-1,pauseBgm
main11-1,talk,itsuka,......
main11-1,wait,1
main11-1,talk,itsuka,......私はさ
main11-1,playBgm,scenario03
